"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"valadas","5 October 2022","If you love horror and science fiction movies you'll love this one because it has both ingredients galore and technically shown with great proficiency and skill particularly the fights, battles and chases in powerful images and scenes. If you don't love this kind of movies it's better you don't watch it and do something else more pleasant because the story is common and almost poor. The Kaiju monsters come through a rift in the ocean bottom and invade the earth,. Killing people and destroying everything. Since the usual weapons were not enough efficient to fight these monsters, machine monsters with human shape were built, called the Jaegers, that were piloted by two famous pilots and start fighting the Kaiju monsters. But since this was not successful after all, the solution found after a lot of complicated actions was to make a nuclear bomb to explode on the rift and close it. This was the big and successful solution in the end, to avoid more killings and destructions. So besides the technically extremely good movie the rest is not particularly attractive to film lovers.","
            6/10
            "
"hiseinman","11 July 2013","""The Pacific line"" is very pleased with me as a summer blockbuster. Similar premiere last year only disappointing at best just left a good impression. Recall the ""Battleship"" with a great start and sunken finale. ""Oblivion"" was worthy of a fantasy, but without claiming to be religious. I can not believe that the script for the ""turn of the Pacific"" was written by Travis Beacham, who also labored over the ""Battle of the Titans"", where the actual battle of the titans I never saw. I saw a real battle today, where huge robots fighting with monstrous monsters from a parallel universe. That's really the scale!From the first frame of the movie is steeped in history which began the extermination of humanity. There are no mysteries with a spectacular appearance in ""Godzilla."" All at once simple and clear. Elaborate figures as monsters and robots are staggering. Contractions are varied and unpredictable. The brain is not overloaded due to blurred shots when the huge devastation. Highly developed and detailed interiors, detailed drawing of the robot-rangers. From the point of view of all the pictures are just perfect.Also, the story does not disappoint. In principle, most of the predictable, but Guillermo del Toro tried to make the audience does not get bored while watching. That was it. Really looks the same breath. The acting for the sci-fi movie with a plot very worthy.Music sets the mood for epic. You feel the imminent end of humanity. In general, an adequate response to the recent zombie apocalypse.8 out of 10P.S. Most worried about the Japanese girl with the red shoes.","
            4/10
            "
"makuribu","7 October 2013","I heard the director talk about this film, which is why I am writing this review. He seemed to think he was making a story of valiant underdogs struggling against the odds. I can suspend disbelief and enjoy a movie fantasy as well as the next guy, but even for mindless entertainment, this is mindless. A hundred million dollars buys a lot of computer generated imagery, but that seems to be all it bought. The dialogue is just plain dire, a string of clichés, including the required ""noooooo!"". The acting is wooden, but with a script like this you can't expect much else. I just don't get how you can be given so much money for a project and produce something with so little impact. Hollywood has got to get past its green screens and start writing some stories to go with all the CGI.","
            8/10
            "
"sweetlilsoprano","11 February 2021","If you don't like these two things then skip it, other end of the spectrum buckle in and get ready to want to be in a Jager and destroy monsters. It's fun it's serious and it's seriously badass","
            9/10
            "
"brando647","25 January 2014","With all of the sequels, prequels, and remakes that flooded movie theaters in the summer of 2013, you would think audiences would be hungry for something original. Guillermo Del Toro, a modern cinematic visionary, does just that and creates an homage to Japanese giant monster films with PACIFIC RIM and the nation responds with a near universal shrug of disinterest and barely half of it's budget in box office returns. Thankfully, the movie found some massive love overseas and made a nice profit so as to not discourage Del Toro from any future endeavors (or any studios from hiring him again). While my daughter has become a fan of the early Godzilla films, I was never a fan of the Japanese kaiju genre and the closest I ever came was watching the Power Rangers as a child. But I know a good time when I see one and I knew a modern movie about giant robots battling giant monsters from the man who did BLADE II and the HELLBOY movies was worth checking out. The premise is simple enough: giant monsters dubbed Kaiju begin emerging from an interdimensional fissure on the floor of the Pacific Ocean. In an effort to combat these beasts, the human race has united in a program of constructing giant robots known as Jaegers, mentally controlled by two pilots. The movie is set more than a decade into the Kaiju war and we're on the losing end as the Kaiju attacks become more and more persistent. The Jaeger program is being shut down to reallocate the funds into creating giant coastal walls, but Stacker Pentecost (Idris Elba), the man in charge of the Jaeger program, isn't ready give in. He recruits Raleigh Becket (Charlie Hunnam), a former Jaeger pilot with a tragic past, for one last mission in hopes of ending the war once and for all.I know there's a load of people out there shouting about how this movie isn't original and it ripped it this anime and that anime, and I don't care. I don't watch anime. I'm know Del Toro was heavily inspired by anime (he's a huge fan) and I'm more than happy to just revel in the love letter he's written to these Japanese genres in the form of PACIFIC RIM. It's not a great movie, but it's a pretty good one regardless. It's fun, visually gorgeous, and it's got some fantastic battle sequences, even if its story and characters are all pretty basic and shallow. This movie is eye candy, but it's epic level eye candy. The visual effects are spectacular and the movie's focal points, the Kaiju and Jaegers, are fantastically designed. Each of the robots and creatures has a unique design to stand out from the others though I only wish we'd had an opportunity to see them battle in broad daylight where we could truly appreciate all of the detail that went into them. Every battle happens at night, in rainstorms, etc. It's a missed opportunity and the closest we get is a nice series of shots of a Kaiju rampaging in Sydney, Australia. The entire movie is filled with vibrant colors and it's all beautifully shot. The film was shot by cinematographer Guillermo Navarro and, if you're familiar with any of his previous work, you know to expect good things. PACIFIC RIM is, if nothing else, a visual feast with some brutal robot-on-monster battle action.The rest of the film's elements are where it stumbles a bit. The cast is filled with an eclectic mix of talent. You've got Charlie Hunnam and Rinko Kikuchi are the film's heroes who suffer from a lack of decent chemistry. As the pilots of our hero Jaeger, Gypsy Danger, they're our main focus. They've got a bit of depth to them with a little backstory behind them to explain why Raleigh (Hunnam) wants to avoid the Jaeger program and Mako (Kikuchi) wants so desperately to be a part of it. Unfortunately, I never felt much of a real spark between them. Idris Elba is the grizzled commander in charge of the Jaeger initiative. Elba is a talented man and provides one of the stronger performances as he riles up a passion in the men under his command to fight. We get comic relief in the form of the Jaeger program's science team, Newt (Charlie Day) and Gottlieb (Burn Gorman), and Del Toro regular Ron Perlman has a sweet supporting role as a black market peddler of Kaiju remains. None of the characters are mind-blowingly developed but there's enough behind each of them to give them some motivation. The plot is paper thin: beat the monsters and destroy the source. There wasn't much effort put into plot elements, as this movie is all about the action. This means the section in the middle of the film while Raleigh and the rest of the Jaeger program ready for their final mission tends to drag. It's all about character development at that point and the characters were totally outshined by the robots/monsters so that's what we're aching to see by that point. Once the action kicks into gear in Hong Kong, it's all up hill from there.PACIFIC RIM is spectacle cinema and it's a blast to watch, especially on the big screen. It's not an overly intelligent film and you're probably best off shutting down your mind, munching on some popcorn, and taking in the killer visuals. It's a fun experience I'm happy Del Toro got his love letter to Japanese giant monsters out of his system because he's still got a dozen other projects on his agenda that I'm excited about.","
            4/10
            "
"valiantvu","14 December 2013","The overly dramatic acting and dialogue hits you right off the bat in Pacific Rim, but if you can laugh through this then you can enjoy the incredible CG that comprises the bulk of the film. Pure-action-crappy-everything-else films rarely entertain me all the way through, but my eyes couldn't help feasting on the fight scenes between the incredibly detailed Kaiju and the shiny, badass Jaegers.Each fight takes it up a notch, progressing from the first ""fist"" fight intro to fights with a frickin awesome sword, cargo ships, flying Kaiju, and so on. One of my favorite scenes was when the Kaiju baby bursts out of its dead mother and then chokes itself on its umbilical cord. I really loved the design of all the Kaijus and how they were each very different. Serious kudos to the CG artists and animators - I especially liked the bioluminescence element they added.As for the plot and characters, they were totally absurd. The one working defense system that the international community has pooled their resources into has two scientists - TWO - that no provides resources or listens to. Stacker, the commanding officer, only pauses once in a while to yell ""SHUT UP!"" at them. There was some pretty crappy acting by the two leads, but watching it in conjunction with the absurdity of all of the other characters, dialogue, and plot, just made everything funnier.If I had watched this in theaters, I probably would've been groaning to myself through the whole film, but being able to joke and laugh through a lot of the scenes, I found myself thoroughly enjoying it and appreciating the aspects that were truly well done.","
            10/10
            "
"dragonmysterious","20 July 2013","The plot of this movie is not as simple as just Godzilla vs Transformers/Power Rangers, however, it is also not as complex as Oblivion. Ron Perlman and Idris Elba were the ones who stole the show. Ron Perlman, despite appearing only after half the movie, was still able to do a good job. Idris Elba had the best development I should say.This story focuses more on plot development than character development, with the least character development given to its main character. The Kaijus have unique looks. None of them will remind you of Godzilla, however, there are some that will remind you of animals e.g. Shark, Frog, Bat Kaijus. The Jaegers, despite only a few being shown, were also cool. The CGI is pretty realistic and doesn't look like a Saturday Morning Cartoon at all.There are a few memorable quotes, those that we have already seen in the trailer. The plot is rather understandable and the action scenes are slow and steady, allowing you to see what is happening throughout, except for a few parts where they zoom in too much.If you are looking for a movie where you won't be emotionally-affected, and want to look for an action-packed movie with spectacular special effects and an interesting plot, look no further. This is it.","
            4/10
            "
"DarkVulcan29","14 July 2013","Giant aliens from the sea, have wrecked havoc, destroying half the cities of the world, so the military puts up a funding for an experiment to build giant sized robots called Jaegers, in hopes of being our last line defense, but the question is will it? director Guillermo del Toro really shows how much he is a big fan of those old giant monster movies from Japan. Pacific Rim is a tribute to those old films. The effects are incredible, they don't look fake or phony CGI like your always seeing. But it does not only depend on the action and the effects, but the cast really bring a presence to this. It's over two hours but does not feel like it is, unlike The Lone Ranger. Pacific Rim is very well paced, never gets boring for a second.","
            7/10
            "
"brchthethird","14 November 2014","Guillermo del Toro brings his unique creative sensibilities to a genre that's been pushed into the ground, and while the results are entertaining and cool to watch it still has this ""been-there-done-that"" feel. For one, this level of destruction has been done before in all of the Transformers movies, and while it's more competently filmed here you can't escape the feeling that you've seen most of this stuff before. A few quibbles about this: no attention is paid whatsoever to collateral damage, but then again, that's a problem with the violence in most PG-13 movies. Also, the decision to film most of the action at night and around the ocean results in it being a little hard to follow due to the poor lighting and the fact that the robots and kaiju take up most of the screen because of their immense size. Moving on, I thought that the comedic relief in the form of two bickering scientists was well written and played, although it didn't really serve the story too much until the end. In fact, the story as a whole wasn't really spectacular, and was filled with a lot of cliché moments and was very predictable. Despite all of these things, it was fun to watch and I had a good time. An entertaining, but ultimately forgettable, popcorn flick.","
            9/10
            "
"proud_luddite","26 October 2019","This big budget science-fiction takes place in the near future. Large and destructive alien creatures have emerged from the Pacific Ocean. In defense, large robotic machines are used to fight the enemies.The film begins well with some interesting scenes mainly due to the special effects. Some elements of the story are interesting as well but the film seems to go downhill by the second half.Even the special effects are hard to follow at this point. The characterization is weak and the atmosphere is cold and dark. With a predictable outcome throughout, this film is quite disappointing. - dbamateurcritic","
            1/10
            "
"Benjamin-M-Weilert","8 March 2019","When I first saw the trailer for this film, I became really excited. One of the staples of anime is the ""giant robot"" subgenre, of which Neon Genesis Evangelion and Gurren Lagann are certainly the classics. And while Pacific Rim (2013) wasn't an adaptation of an anime, it got my hopes up that it could be done well enough that we could see live action versions of these aforementioned anime. After all, adaptations to live-action from anything animated tend to be very difficult, so this would be a step in the right direction.I do have to say that this movie delivered what it promised. Something like a mix between Godzilla (1999) and Real Steel (2011), the premise was a little bit closer to Independence Day (1996) than I initially thought it would be. The visuals were stunning and the fight sequences were both immense and intense, never letting up with the action as the world's options for survival quickly dwindled down to practically nothing. So, the question of whether or not this could lead the way to other ""giant robot"" films still stands, but I think it did a good job of introduction. After all, the Mechanical Engineer in me really wants to see more ""giant robot"" films.Always the master of his visual craft, Guillermo del Toro delivered the same type of spectacle that we've come to expect from such films as Hellboy (2004) and Pan's Labyrinth (2006). Of course, the perk of Pacific Rim was a few of the ""lighter"" characters, like Ron Perlman's Hannibal Chau (which, given that this is a del Toro film, I practically expected Perlman to be in it) and Charlie Day's Dr. Newton Geiszler. I also felt that the multi-cultural element of this film was really well presented, along with its strong female sub-protagonist.A first giant step into potential future anime adaptations, I give Pacific Rim 4.0 stars out of 5.","
            10/10
            "
"maybakmusic","5 October 2013","I watched this because it looked badass; I'll be honest. First off, let me say that this movie has some of the best graphics and visuals of any film in history to date. The fight scenes in this, during 2013, are like when you watched Jurassic Park in the mid 90s. It's just so good, so amazing, on a godlike scale, that it gets at least an 8/10 fresh out the gate.The story is pretty cool, but the family angle is played at a little bit, so some cheesy stuff is in the mix (girl like boy, boy has a bully rival, boy fight rival for girl, boy get girl). But it actually is badass how the overall story is made somehow acceptable. It is like Avatar - super far fetched, but everything is logical and in order, so you completely buy it.Everything was amazing, you have to see it if you like any movies at all. Only reason I didn't give it a 10, was because the writing could perhaps have been a little better. There was a scene with a 5-10 minute hand to hand battle between a giant alien monster, and one of the human guided Voltrons. Blow for blow, it is like a Mike Tyson fight. And then literally, when Voltron is about to lose the fight, one of the Voltron pilots says something like ""Oh yea, we have this giant sword that can pop out of the arm"".... and it does, and they kill the alien with one swing... Things like that, are not necessary evils that blockbusters with simple plot lines must lug around - that's what they want us to think. Good writing can always tie a fictional story together.But you can get past that - and you will, because it still is so far beyond 99% of all movies ever made, that you will permanently see life differently after watching it.","
            5/10
            "
"garretsr","13 July 2013","This is a pretty bad movie. The acting is horrible but it is tough to tell because the movie is so poorly written. If it were just that the characters are as flat and predictable as a bad children's film then we could forgive it. I might even be able to forgive if there were just the major plot holes. However, they decided to break one of the cardinal rules of science fiction writing, which is ""be consistent."" To the extent that one can figure out the plot, there are huge problems with what is happening and why. The weapons and abilities of the robots and monsters seem to change based on the whim of the CGI animator. You have to wonder if anybody saw the entire movie script or plot line before the movie was complete.Finally, there are the pointless back story and side stories. When you're group is the only hope of stopping the end of the world, I'm pretty sure that nobody is going to put up with people who waste time on political infighting and alpha male dominance.","
            8/10
            "
"poe426","12 July 2013","It occurred to me even as I watched it that PACIFIC RIM was a lifelong dream come true: a live-action version of the ASTRO BOY and GIGANTOR cartoons I'd watched as a child, done right. Del Toro doesn't waste a lot of time trying to infuse PACIFIC RIM with the kind of boring, pointless melodrama that most such movies engage in: he gets down to business early on and rarely strays from the program. (The jab at Modern Man's world-destroying efforts is appreciated.) Moviegoers who've waited for a true Summer Blockbuster will walk away satisfied, though the hype surrounding this movie has been a tad on the RESERVED side, if you ask me: considering what we have here- the overall scale of EVERYTHING-, the trailers should've been Longer and even Louder. The fx actually ENHANCE the drama, the way fx always should (but rarely do). If you're a fan of Giant Monster movies or Giant Robot movies or Giant Monsters vs. Giant Robots movies, you're in luck: PACIFIC RIM is now playing.","
            9/10
            "
"RolloTomasi","27 July 2013","...it doesn't get better. I do like ""ID4"" but sci-fi writers looking for a plot keep stealing from it. They may not even realize they're doing it on a conscious level. I recently reviewed ""Oblivion"" which also borrows from ""ID4."" What I'm complaining about is this nuclear endgame that always pops up. It's become this deux ex machina that solves everything (and no, a nuclear reactor that melts down does not result in a nuclear explosion, as this film's homepage points out). Also, PR rips off the ""hive mind"" idea (and even calls it the same thing) from ID4. Remember the scene in ID4 where the president's mind is linked with the alien pilot's and he discovers their secret plan? Again, directly ripped off by Pacific Rim.But really, all this thievery's not a big deal as long as the story that surrounds it is sound. But PR is a mess. It never makes up its mind how seriously it wants to be taken. No character is interesting, or even very likable. At least ID4 had Will Smith and Jeff Goldblum odd couple to inject comedy into the proceedings, especially the ending. What's so unique (still) about ID4 is how the world comes together with existing technology (and old school strategies like morse code) to scrap with and beat the technologically advanced aliens. PR wants you to believe that in a few years we would have the technology to build these giant man-controlled robots operated through a mind-meld. What a mess.I will say that the fight scenes and CGI of Pacific Rim are commendable. That said, though, it's not enough. Filmmakers aren't even making films any more. they're making cartoons. This is a whole other subject but--there is a reason that these horror movies are coming along and burying the big-budget ""tentpole"" films studios parade out during the summer. The horror genre is still rooted in the basic elements of filmmaking: shot selection and editing. An audience wants to get emotionally involved. They're not impressed by computer-generated monsters any more. A film is story, camera angles, revelation, lighting, music, character, editing. Nothing's ever going to change that.","
            8/10
            "
"adamscastlevania2","19 October 2014","(68%) Take note Michael Bay, here is the movie you spent hundreds of millions tying to make in three whole attempts, and yet you failed every single time, whilst del Toro did it better in one single attempt. This is a fun filled, CGI ridden good time that knows exactly what it is, which is a Power rangers-esq movie (only not awful), with effects that impress throughout and enough character to bind everything all together. I didn't get the chance to see this in cinema (where a movie like this really needs to be seen) yet I still enjoyed it, more so than Transformers 2 which I did on the big screen. Says a lot about how poor Bay's crapfest was and still is.","
            8/10
            "
"tradewinds68","20 July 2013","***DEFINITE SPOILERS***Although Pacific Rim has had mixed reactions from the critics and box office alike, it is clear to me on a lot of levels that very often, so- called critics only like art-house flicks and don't like to give positive reviews to mainstream movies, even of the caliber of Pacific Rim – it makes them look less intelligent, at least I'm sure that's what they think. I had mixed feelings about going to see the movie, and I can be just as critical as the critics, but I found very little to criticise either with the movie, special effects or the acting. It had a great plot, and the premise of the shared minds to harness the power of the Jaeger weaponry was a good concept and drove the storyline in a different direction to what might have been another alien shoot-em up movie. A few twists and turns here and there added to the enjoyment of the movie, along with subtle and non-so-subtle humour from the slightly mad scientists and Ron Perlman, whose appearance was an added bonus. Character-wise, I wasn't sure what to expect after seeing Charlie Hunnam in Sons of Anarchy, I couldn't quite visualise what he would be like as a hero. I was incredibly surprised and happy to find that I really enjoyed his performance as Raleigh Becket. The plot had several twists and turns in it and the special effects were amazingly seamless. Idris Elba portrayed his character very powerfully, his role softened slightly by his father-like relationship with rookie Jaeger pilot, Mako, played by Rinko Kikuchi, who is not generally known for mainstream movies. I give it a 9/10 and recommend ignoring the critics if you enjoy a rip- roaring humans vs aliens movie with a good plot, solid acting and great SFX (not to mention non-stop action).","
            6/10
            "
"Secure230","22 February 2014","Warning- DO NOT under any circumstances, pay any extra money for this movie. Not 7 dollars, not 3 dollars, not 1 dollar. But if it is free on demand, then you can pay for it. This movie is an absolute waste of good film stock that the producers made in order to ""make their nut"".There is no plot, no character development, no story and no rhyme or reason to it. The character which the black actor, Ilba plays, commander or the flight squadron, comes across as a handicapped idiot. The main 2 characters,Raleigh Becket and Mako Mori, appear to be in high school the way they relate to each other. I wouldn't even think this movie would be good for a fourth grader to watch. After all most fourth graders liked Star Wars, a movie which this film is far, far below. Maybe a first grader could watch this movie and take some benefit out of it.","
            8/10
            "
"devadhodhan","15 August 2013","I have been following this movie for a while now. Largely because I thought it would be like the transformers franchise. Watched it in 3D(I have always strayed away from 3D before because I just didn't think it was worth spending the extra cash) but this time I do not regret my choice at all. It was a visual feast and you cant imagine a movie better than this for visual effects/dialogue delivery.Now the real highlight of the picture, the visuals are overall shiny and snazzy. The designs of the creatures and robots are palpably marvelous. As the special effects move these heavy giants, the action did something better than just blowing up stuff. Although explosions and loud noises are not actually flaws(It's about giant robots, c'mon!), but a real good set piece needs a decent and genuine fortitude. In the midst of the noises, you will always get the sense of danger to the Jaegers, mostly because there are human pilots beneath the ravaging machines. It effectively made those sequences electrifying and the monsters terrifying than you would expect.","
            8/10
            "
"bheadher","14 April 2016","Gee, Transformers meets Godzilla...I never thought I'd see old Japanese monster movies from the 50's and 60's again, but here it is!!!There is no real middle ground for this movie. It is either love it or hate it. You can't say ""Wayul, it has some cool visuals so it has to be amazing"", or""Geeee, what a cool story""...because it isn't.This movie plays out very much like a slow moving video game. It has no catchy plot, only that some weird, huge monster characters invade the Earth from deep under the sea (Pacific to be exact...hence the title, wow is that creative or what), and a force of huge manned robot kinda machines, reminiscent of Transformers have been created to battle the threat. You really have to exercise your imagination to even understand the main plot let alone the whole story here. It just doesn't compare as an epic...I gave it a 5 for trying, nothing more...","
            6/10
            "
"guusebumps","11 July 2013","Only one word can describe Pacific Rim, and that is ""Wow!"". It got everything I need in a robot vs monster movie except one thing, which otherwise would make it a perfect movie.The movie got huge robots and huge monsters (that's obvious). It got great CGI, great robot vs monster fighting sequences, a surprisingly quite good story (which should be expected in a Guillermo del Toro movie, but which I didn't expect much at first in this kind of movie), rocket punch, Portal game's GlaDOS voice, and it even got (borrowing the term from Voltus V anime) the ""Tenkuu ken""! How awesome it is! But, as I said before, it is missing something. Something very important.== Warning: this part may contain spoiler ==Because Guillermo himself said that he wanted to ""honor"" the kaiju and mecha genres (while creating an original stand-alone film), and because he also said (in one of the promotional featurette videos) that he was influenced by Japanese big robot anime of his time like ""Tetsujin 28"", and also because one of the promotional posters featured a Japanese jaeger called ""Coyote Tango"", the absence of a Japanese jaeger really bothers me. I would give this movie a perfect ten stars if it shows even one sequence of a Japanese robot kicking a kaiju's ass, and not just featuring one Tokyo scene and two Japanese actresses. I personally think that Guillermo should at least give a nod to Japanese mecha anime genre. But no, Coyote Tango was not in the movie, so I take out two stars out of this movie.","
            8/10
            "
"ejackimowicz","25 August 2013","Okay, don't get me wrong. This movie was a thousand times better than any of the Transformers movies. I'll tell you why: the story was better, the effects were fantastic, and to be honest, the Gypsy Danger and Cherno Alpha truly made me feel small compared to Optimus Prime and Bumblebee.The tagline of the movie sold me: To fight monsters we created monsters. If you don't know anything about the movie, just learning the tagline gives you a general idea.What makes this film truly amazing to me is the fact that it was mesmerizing like other of my favorite visual effect movies like Zack Snyder's Man of Steel and James Cameron's Avatar. The acting was also great. The graced performances of Idris Elba (Golden Globe winner, Luther), Rinko Kikuchi (Oscar Best Supporting Actress, Babel), Charlie Hunnam (Sons of Anarchy), and Ron Perlman (Golden Globe winner, Beauty and the Beast) were seen as clever and entertaining.Some before even seeing the film might have said that this movie was all visuals and has no real plot, but they were proved wrong. The story was solid and creative. And yes, the big robotic machines were awesome, but the story was too. Now seeing this movie in IMAX 3D is the only way you can have fun at the theaters. Seeing it regularly at the movies isn't as ""magical"" as IMAX 3D is. Not only did the effects look great, but the sound was too. The heart-pounding stomp of the Jaeger's (German for ""hunter"", the gigantic robots created by the humans) monstrous feet treading through a destroyed city made you feel like you were standing right in front of it. The roar of the colossal Kaiju (Japanese for ""strange creature"", the monsters of the movie)coming out of the water made you tremble in fear. What else is there to say? This was one of the best times I've had at the movie theater since seeing Man of Steel. When this comes out on Blu-ray, I am buying it and putting it in my favorite films collection. Now if this movie isn't nominated for at least ONE Oscar, I will truly be disappointed with the Academy...","
            2/10
            "
"shashank-mishra2008","1 October 2013","Pacific Rim ->> It was a great,spicy,delicious, a-bit-bore 3D DISH made by mixing Transformers & Jurrasic Park in HONG KONG.Seriously man how much destruction you can expect within a movie after watching a film like Man of Steel..this movie seriously surpassed MOS..this was a DESTRUCTION MAHYEM.Too much loud..too much action..too much DINOSAUR vs ROBOT but in a great FASHION...loved it.. if y'all like Hollywood with loud bang you will also have a great time.Too much loud..too much action..too much DINOSAUR vs ROBOT but in a great FASHION...loved it.. if y'all like Hollywood with loud bang you will also have a great time.","
            10/10
            "
"rockygemscarly","14 January 2014","...this movie is for the eight-year-old in everyone.It's not particularly clever, or well-written, and requires a COLOSSAL suspension of disbelief, but I'll be damned if I wasn't entertained by Pacific Rim. I first saw this movie in my college's auditorium with a group of friends as part of Film Club (they wanted to show something fun during the midterm study break), and to be honest, this movie made me very happy. The action scenes and effects are delightfully colorful and violent, and most of the characters were surprisingly interesting and well-developed for a movie like this. Plus, there is something to be said for a film that portrays the Millennial Generation in a positive light for once.Even though it was written and directed by the same guy as Pan's Labyrinth, DO NOT expect anything profound to come out of Pacific Rim. It's a cheesy action movie, but one that manages to get the audience to look past that and enjoy it in all its over-the-top splendor.","
            1/10
            "
"Rockcomputers81","15 July 2013","My two cents. I didn't love it and I didn't hate it. It was somewhere middle of the road for me. The good: Set Design, The effects(The best I have ever seen), 3D, Idris Elba, Ron Perlman. The Bad: The Script, Bad Casting.Charlie Hunnam is great on SOA, but he is pretty much a one note actor. He has no charisma at all in the film and is boring to watch. Rinko Kikuchi while pretty to look at, comes across as a Asian stereotype. Her and Hunnam have no chemistry together at all. For two people that are suppose to be link they sure don't act like it at all. Charlie Day good god, I guess he was suppose to be the comic relief. But he comes off annoying and most of his scenes could have been cut and would have improved the film.To be honest I found it over long and just OK. Which is a shame because I love Del Toro and really wanted this to be a huge hit for him. I think It really comes down to casting, as bland as the script is some actors with chemistry and charisma would have gone along way it make it a lot more enjoyable.So there you have it.","
            10/10
            "
"stanko1987","29 July 2013","I really looked forward to this movie when it was announced. I'm glad it was worth it. I won't go into detail regarding the plot, I would like to relate the feeling I had while watching this. Saw it in 2D and it was a spectacle in it's own accord. Giant behemoths dealing punches, superimposed over general population, produces a feeling of wonder and awe that, I'm sure, del Toro captured unerringly. Adrenaline powered speeches and last minute heroics really made me feel like child again. I had the whole cinema cheer and boo at the screen on various occasions, and the demographic was from 3 to 93 years of age. Feeling is similar to Ridley Scott's ""Gladiator"" through out. It's what ""Transformers"" and ""Godzilla"" SHOULD have been. No better way of spending your afternoon than this. Just go watch it...","
            4/10
            "
"jhmoondance","12 November 2021","I do not particularly like these types of movies but this was ok.The action was from start to finish n the cgi n special effects were incredible.Acting was as expected over the top but it suited the movie n the characters were good n there was a thin veiled sense of humour to boot.The ending was as expected but thrilling.I definitely recommend this movie especially if you like sci-fi n plenty of action.","
            3/10
            "
"ersbel","21 April 2018","This is the wet dream of a stalinist. there is no reason, although some emotions are built to mimic some sort of shallow logic. but the rest is everything about getting together to weave the better hive. how everybody and everything got together against an enemy built, like all western apocalyptic narratives, after the model of satan: chaotic, out of nowhere, and very powerful. and all the humans have to do is admit they are simply cogs in a bigger machine, of course, like all despots ""for the sake of everybody"".","
            4/10
            "
"Antagonisten","17 July 2014","I'm always somewhat like a kid on Christmas eve when it comes to Guillermo del Toros movies. I don't expect the world or an eye-opening life-changing experience, but I do expect to be entertained. He has a combination of visual flair, and understanding of how you build an effective action scene (and in extension action movie) which makes a potent cocktail.The plot is pure nonsense, and is rushed by mostly through voice-over right from the start. Seemingly just to get it out of the way. ""Bla bla, giant monsters attack and we build robots to meet them in a boxing-match."" Honestly, most of the plot is not explained much further in the film than in the trailer. Acting ranges between bland and pretty lame, some of the actors are competent performers, but it's not like they are especially challenged in this movie.So, with that out of the way, let's talk essentials. I'm not a fan of the monsters, they look clumsy and lack elegance. Generally though, this movie is beautiful. del Toro knows how to get the adrenaline flowing with visuals and a suitably high-octane soundtrack. Everyone talks tough, walks tough and acts tough. It doesn't always work, and parts of the story feel tacked-on and just an interruption to the action. But mostly though, the movie delivers when it comes to action and excitement.I view this as a guilty pleasure. Something that should appeal mostly to 13-year-olds, and not men three times their age. But still, even though I can't say that I feel like seeing it again, it entertained me for most of the duration.","
            1/10
            "
"yassinefadhlaoui","25 June 2020","I gave 8/10 because is the ideas of the film are original. I liked how the sequencing of the monsters was, bridging, graphics are all fine. The think I did not appreciate is that some actions and scenes are there to fill a time frame some stories and histories damaged (only a little) the plot.","
            9/10
            "
"azh-4","28 August 2013","Guillermo's sold his poor soul to the bleak, hope grinding Hollywood machine. And unfortunately he's taken Ron Perlman along for the ride. I saw the trailers; I was prepared to see a somewhat shallow sci-fi action flick with lots of monsters and robots. But this... This gargantuan, monstrously concocted mind numbing piece of celluloid refuse had me almost in tears of exasperation. The only reason I went to see this was the vain flicker of hope at seeing del Toro's name at the helm, having seen some of his early stuff - amongst others the beautifully eerie Devil's Backbone. How does a promising director with such a flair for suspense end up serving his used toilet paper to be projected on cinema screens? I would love to know. I couldn't understand half of what was being hollered at me through the deafening rain, overpowering tuba farts and gnarling metal. I couldn't see half of what was going on thanks to the constant night (is the lack of light a metaphor of the director's mind?) and the driving rain, both used to great effect to mask any failings in the CGI. Despite this, I could still predict every minute of this sad cliché bonanza as it was unfolding. Watch the trailers, they're entertaining; you'll see everything worth seeing (the good CGI) and spare yourself the disappointing (lack of) story line and unfortunate acting. 2/10, and that's giving it an extra point for the detailed effects.","
            1/10
            "
"cesar-onlinebiz","12 August 2013","Pacific Rim has everything I expect from a quality, smart action movie. The effects are perfect and the design of the Jaegers and Kaiju are creative and on par with previous Del Toro's visual feasts like Pan's Labyrinth.The characters are very likable with special mentions to the great performances of Idris Elba, Rinko Kikuchi and Charlie Hunnam.Rinko Kikuchi in particular is very talented as she makes her character adorable and bad-ass at the same time. Ron Perlman is perfect as Hannibal Chau.The fight scenes and accompanying music are adrenaline ridden and breathtaking. The scale of the battles between giants among a crumbling city is epic as it should be.And speaking of the soundtrack, it has one of the best music I've heard in recent years.A instant classic and a movie experience all movie lovers deserve to watch.Side note: I would throw all my money to watch a Pacific Rim x Godzilla Crossover.","
            6/10
            "
"cory-737-129871","13 July 2013","Here's the recipe: Take Cloverfield, Transformers, Battleship, and as many clichés as you can possibly find. Now and crush them all together. Spread that out on any old worn-out story. Now add excessive shaky-cam and pouring rain in every scene so nobody can focus on how terrible it really is.Fortunately I didn't care much about what I might be missing as it was simple-minded and predictable. I just wanted to get out of the theater and salvage what was left of my day.I yearn for a return to some truly excellent science fiction. This isn't it. We seem to be stuck in a rut where impractical machines with as many moving parts as you can possibly render aim to keep our minds distracted rather than engaged and immersed as science fiction should be.","
            8/10
            "
